"Event_LegacyPollen","Event_PANGAEA","Event_Neotoma","Neotoma_DOI","Data_Source","Site_ID","Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Archive_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8"
"ARZON","","ARZON","10.21233/30sd-fp85","LegacyPollen 1.0",15973,24633,"Arzon",47.53889,-2.89083,2,"Europe","Peat","Raw",43,"AWI",8,811,4803,95,3992,"Bog. Physiography: bog behind beach barrier. Surrounding vegetation: urban area.",NA,"Visset, L. and Bernard, J., 2006. Evolution du littoral et du paysage, de la presqu'ile de Rhuys a la riviere d'Etel (Massif armoricain-France), du Neolithique au Moyen Age. ArcheoSciences. Revue d'archeometrie, (30), pp.143-156.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VERTONNE","","VERTONNE","10.21233/0gh3-dt80","LegacyPollen 1.0",15974,24635,"Vertonne",46.54972,-1.76472,3,"Europe","Peat","Raw",69,"AWI",5,167,7900,113.7,7733,"Field in Vertonne valley. Physiography: coastal palaeovalley. Surrounding vegetation: marsh and cultivated foelds.",NA,"Joly, C., 2006. Histoire de la vegetation dans l'espace centre-ouest atlantique (France) : relations Societes/Vegetation et evolution du trait de cote depuis le Mesolithique recent-final. Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Joly, C. and Visset, L., 2009. Evolution of vegetation landscapes since the Late Mesolithic on the French West Atlantic coast. Review of Palaeobotany and Palynology, 154(1-4), pp.124-179.","https://doi.org/10.1016/j.revpalbo.2008.12.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUVETER","","SAUVETER","10.21233/wb8q-wk43","LegacyPollen 1.0",15975,24637,"Sauveterre",46.54333,-1.80833,1,"Europe","Peat","Raw",41,"AWI",4,4315,5120,20.1,805,"Peat bog. Physiography: marsh. Surrounding vegetation: marsh and cultivated fields.",NA,"Joly, C., 2006. Histoire de la vegetation dans l'espace centre-ouest atlantique (France) : relations Societes/Vegetation et evolution du trait de cote depuis le Mesolithique recent-final. Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Joly, C. and Visset, L., 2009. Evolution of vegetation landscapes since the Late Mesolithic on the French West Atlantic coast. Review of Palaeobotany and Palynology, 154(1-4), pp.124-179.","https://doi.org/10.1016/j.revpalbo.2008.12.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAUNAY","","JAUNAY","10.21233/xadk-1x55","LegacyPollen 1.0",15976,24639,"Jaunay",46.66278,-1.89222,1,"Europe","Peat","Raw",112,"Neotoma_CAL BP",7,94,9010,80.3,8916,"Riverine in Jaunay valley. Physiography: coastal palaeovalley. Surrounding vegetation: marsh and cultivated fields.",NA,"Joly, C., 2006. Histoire de la vegetation dans l'espace centre-ouest atlantique (France) : relations Societes/Vegetation et evolution du trait de cote depuis le Mesolithique recent-final. Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Joly, C. and Visset, L., 2009. Evolution of vegetation landscapes since the Late Mesolithic on the French West Atlantic coast. Review of Palaeobotany and Palynology, 154(1-4), pp.124-179.","https://doi.org/10.1016/j.revpalbo.2008.12.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECOURS","","ECOURS","10.21233/dzzf-f817","LegacyPollen 1.0",15977,24641,"Ecours",46.61222,-1.84278,4,"Europe","Peat","Raw",239,"AWI",9,3301,8774,23,5473,"Riverine in Ecours valley. Physiography: coastal palaeovalley. Surrounding vegetation: marsh, cultivated fields.",NA,"Joly, C., 2006. Histoire de la vegetation dans l'espace centre-ouest atlantique (France) : relations Societes/Vegetation et evolution du trait de cote depuis le Mesolithique recent-final. Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Joly, C. and Visset, L., 2009. Evolution of vegetation landscapes since the Late Mesolithic on the French West Atlantic coast. Review of Palaeobotany and Palynology, 154(1-4), pp.124-179.","https://doi.org/10.1016/j.revpalbo.2008.12.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANCENIS","","ANCENIS","10.21233/c2gf-2j68","LegacyPollen 1.0",15979,24645,"Ancenis",47.3825,-1.165,5,"Europe","Peat","Raw",82,"AWI",6,-9,7974,98.6,7983,"Marsh. Physiography: river of Loire. Surrounding vegetation: cultivated fields.","1998-09-15 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A.L., Visset, L. and Carcaud, N., 2004. Evolution of vegetation landscapes during the Holocene in the central and downstream Loire basin (Western France). Vegetation History and Archaeobotany, 13(3), pp.181-196.","https://doi.org/10.1007/s00334-004-0042-y","Pastore, R.T., 1987. Fishermen, furriers, and Beothuks: The economy of extinction. Man in the Northeast, 33(3), pp.47-62.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TBHD5-1","","TBHD5-1","10.21233/2rhp-py68","LegacyPollen 1.0",15989,24665,"Trinity River bayhead",29.76624,-94.7082,0,"Eastern North America","Alluvial/Fluvial","Raw",32,"AWI",6,476,4586,132.6,4110,"Trinity River bayhead delta.",NA,"Anderson, J.B., Rodriguez, A.B., Milliken, K.T. and Taviani, M., 2008. The Holocene evolution of the Galveston estuary complex, Texas: evidence for rapid change in estuarine environments. Response of Upper Gulf Coast Estuaries to Holocene Climate Change and Sea-Level Rise: Geological Society of America Special Paper, 443, pp.89-104.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOURBES","","BOURBES","10.21233/t4ct-mw46","LegacyPollen 1.0",15991,24669,"Marais des Bourbes",46.55,-1.81667,4,"Europe","Peat","Raw",69,"AWI",8,-30,4960,73.4,4990,"Peat bog. Physiography: coastal bog (behind big forested dune). Surrounding vegetation: modern Pinus forest and bog.","1983-09-23 00:00:00","Joly, C., 2006. Histoire de la vegetation dans l'espace centre-ouest atlantique (France) : relations Societes/Vegetation et evolution du trait de cote depuis le Mesolithique recent-final. Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Joly, C., 2004. Histoire vegetale d'une tourbiere littorale : le Marais des Bourbes (Olonne-sur-Mer, Vendee). [History of vegataion in a coastal peat bog : the Marais des Bourbes (Olonne-sur-Mer, Vendee, France)]. Annales de Paleontologie, 90, pp.187-207 (in French).",NA,"Joly, C. and Visset, L., 2009. Evolution of vegetation landscapes since the Late Mesolithic on the French West Atlantic coast. Review of Palaeobotany and Palynology, 154(1-4), pp.124-179.","https://doi.org/10.1016/j.revpalbo.2008.12.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROCHER","","ROCHER","10.21233/pgj9-5v59","LegacyPollen 1.0",15992,24671,"Petit Rocher",46.66306,-1.91556,1,"Europe","Peat","Raw",74,"AWI",8,5364,8953,49.2,3589,"Fossilized mud flat. Physiography: beach. Surrounding vegetation: dunes, marsh, and cultivated fields.",NA,"Joly, C., 2006. Histoire de la vegetation dans l'espace centre-ouest atlantique (France) : relations Societes/Vegetation et evolution du trait de cote depuis le Mesolithique recent-final. Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Joly, C. and Visset, L., 2005. Nouveaux elements d'anthropisation sur le littoral vendeen des la fin du Mesolithique. Comptes Rendus Palevol, 4(3), pp.285-293 (in French).","https://doi.org/10.1016/j.crpv.2004.12.006","Joly, C. and Visset, L., 2009. Evolution of vegetation landscapes since the Late Mesolithic on the French West Atlantic coast. Review of Palaeobotany and Palynology, 154(1-4), pp.124-179.","https://doi.org/10.1016/j.revpalbo.2008.12.011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TORSE","","TORSE","10.21233/0xky-3a80","LegacyPollen 1.0",15993,24673,"La boire Torse",47.38667,-1.07,8,"Europe","Alluvial/Fluvial","Raw",79,"AWI",8,38,6207,79.1,6169,"Riverine. Physiography: downstrem basin of Loire river. Surrounding vegetation: cultivated fields.","1995-01-01 00:00:00","Joly, C. and Visset, L., 2011. Etude paleoenvironnementale de la Grande Pree de Varades (La boire Torse) dans le bassin aval de la Loire (Loire-Atlantique, France). Revue Archeologique du Loiret, 35, pp.9-16 (in French).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAUDIERE","","NAUDIERE","10.21233/t7ne-1h11","LegacyPollen 1.0",16042,24753,"Les Naudières",47.5375,0.702222,101,"Europe","Alluvial/Fluvial","Raw",56,"AWI",7,-27,1375,25.5,1402,"Riverine. Physiography: aluvial plain. Surrounding vegetation: cultivated fields and forest.","2003-01-01 00:00:00","Poirier, N., Morin, E., Joly, C., Leturcq, S. and Visset, L., 2013. Occupation du sol et impact erosif dans la vallee de la Choisille (France, Indre-et-Loire): approches croisees pour la restitution des paysages anciens. ArcheoSciences. Revue d'archeometrie, (37), pp.67-88 (in French).","https://doi.org/10.4000/archeosciences.3999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAUREPAS","","MAUREPAS","10.21233/s8ht-3z18","LegacyPollen 1.0",16091,24837,"Marais de Maurepas",48.10222,2.582778,78,"Europe","Peat","Raw",30,"AWI",5,489.5,2584.5,72.2,2095,"Marsh. Physiography: marsh in Gatinais plateau. Surrounding vegetation: cultivated fields.",NA,"Joly, C., Visset, L., Scaon, C., Pont-Tricoire, C. and Froquet-Uzel, H., 2008. Archeologie preventive et evolution du paysage vegetal de l'Age du Fer au Moyen Age dans le Gatinais: mise en evidence de culture de chanvre et d'activites de rouissage (Courcelles et Sceaux-en-Gatinais, Loiret, France). ArcheoSciences. Revue d'archeometrie, (32), pp.15-30 (in French).","https://doi.org/10.4000/archeosciences.921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GESVRES","","GESVRES","10.21233/910a-sq22","LegacyPollen 1.0",16093,24840,"Le Gesvres",47.27222,-1.59583,7,"Europe","Peat","Raw",137,"AWI",8,198,8529,61.3,8331,"Bog. Physiography: val of Le Gesvres. Surrounding vegetation: cultivated fields and urban area.",NA,"Ouguerram, A., 2002. Histoire de la vallee de l'Erdre (affluent de la Loire, Massif armoricain, France) de la fin du tardiglaciaire aux epoques actuelles. Doctoral dissertation. Universite Moulay Ismail (Maroc) et Universite de Nantes (France), Nantes, France.",NA,"Ouguerram, A. and Visset, L., 2001. Histoire de la vegetation et premiere mise en evidence d'un milieu marin pendant l'HoIocene dans la vallee de l'Erdre et le Val de Gesvres (Bassin versant de la Loire, Massif armoricain, France)[Palynological study of the Gesvres valley: history of the vegetation and first evidence of the existence of a marine environment during the Holocene in the Erdre river system (Loire River basin, Massif armoricain, France)]. Quaternaire, 12(3), pp.189-199 (in French).","https://doi.org/10.3406/quate.2001.1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARKTRAN","","CARKTRAN","10.21233/kakk-r623","LegacyPollen 1.0",16094,24842,"Carquefou",47.30917,-1.47694,11,"Europe","Peat","Raw",23,"AWI",3,55,971,41.6,916,"Bog on bank river. Physiography: left bank of Erdre river. Surrounding vegetation: cultivated fields.","1998-01-01 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Visset, L., Cyprien, A.L., Ouguerram, A., Barbier, D. and Bernard, J., 2004. Les indices polliniques d'anthropisation precoce dans l'Ouest de la France : le cas de Cerealia, Fagopyrum et Juglans. Annales Litteraires, Serie Environnement, Societe et Archeologie, 777(7), pp.69-79 (in French).",NA,"Cyprien, A.L. and Visset, L., 2001. Paleoenvironmental study of the Carquefou site (Massif Armoricain, France) from the end of the Sub-boreal. Vegetation history and archaeobotany, 10(3), pp.139-149.","https://doi.org/10.1007/PL00006926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARKEFOU","","CARKEFOU","10.21233/6y4e-ym34","LegacyPollen 1.0",16094,24844,"Carquefou",47.30917,-1.47694,11,"Europe","Peat","Raw",53,"AWI",8,9,5231,100.4,5222,"Bog on bank river. Physiography: left bank of Erdre river. Surrounding vegetation: cultivated fields.","1998-01-01 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Visset, L., Cyprien, A.L., Ouguerram, A., Barbier, D. and Bernard, J., 2004. Les indices polliniques d'anthropisation precoce dans l'Ouest de la France : le cas de Cerealia, Fagopyrum et Juglans. Annales Litteraires, Serie Environnement, Societe et Archeologie, 777(7), pp.69-79 (in French).",NA,"Cyprien, A.L. and Visset, L., 2001. Paleoenvironmental study of the Carquefou site (Massif Armoricain, France) from the end of the Sub-boreal. Vegetation history and archaeobotany, 10(3), pp.139-149.","https://doi.org/10.1007/PL00006926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARKEFOS","","CARKEFOS","10.21233/p9bs-0686","LegacyPollen 1.0",16094,24846,"Carquefou",47.30917,-1.47694,11,"Europe","Peat","Raw",29,"AWI",2,2013,2351,12.1,338,"Bog on bank river. Physiography: left bank of Erdre river. Surrounding vegetation: cultivated fields.","1998-01-01 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Visset, L., Cyprien, A.L., Ouguerram, A., Barbier, D. and Bernard, J., 2004. Les indices polliniques d'anthropisation precoce dans l'Ouest de la France : le cas de Cerealia, Fagopyrum et Juglans. Annales Litteraires, Serie Environnement, Societe et Archeologie, 777(7), pp.69-79 (in French).",NA,"Cyprien, A.L. and Visset, L., 2001. Paleoenvironmental study of the Carquefou site (Massif Armoricain, France) from the end of the Sub-boreal. Vegetation history and archaeobotany, 10(3), pp.139-149.","https://doi.org/10.1007/PL00006926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHANJON4","","CHANJON4","10.21233/j4jk-zw12","LegacyPollen 1.0",16095,24848,"Changeon",47.27611,0.131944,28,"Europe","Alluvial/Fluvial","Raw",12,"AWI",2,28,1169,103.7,1141,"Riverine. Physiography: Changeon stream. Surrounding vegetation: cultivated fields, poplar.","1997-07-01 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A.L., Visset, L. and Carcaud, N., 2004. Evolution of vegetation landscapes during the Holocene in the central and downstream Loire basin (Western France). Vegetation History and Archaeobotany, 13(3), pp.181-196.","https://doi.org/10.1007/s00334-004-0042-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHANJON3","","CHANJON3","10.21233/8ej4-q047","LegacyPollen 1.0",16095,24850,"Changeon",47.27611,0.131944,28,"Europe","Alluvial/Fluvial","Raw",9,"AWI",2,379,718,42.4,339,"Riverine. Physiography: Changeon stream. Surrounding vegetation: cultivated fields, poplar.","1997-07-01 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A.L., Visset, L. and Carcaud, N., 2004. Evolution of vegetation landscapes during the Holocene in the central and downstream Loire basin (Western France). Vegetation History and Archaeobotany, 13(3), pp.181-196.","https://doi.org/10.1007/s00334-004-0042-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MERON","","MERON","10.21233/yfcd-n026","LegacyPollen 1.0",16096,24852,"Marais de Méron",47.38056,-1.12333,6,"Europe","Peat","Raw",94,"AWI",6,39,5788,61.8,5749,"Marsh. Physiography: basin of Bernardeau river. Surrounding vegetation: pasture in summer, pond in winter.","1999-09-09 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A.L., Visset, L. and Carcaud, N., 2004. Evolution of vegetation landscapes during the Holocene in the central and downstream Loire basin (Western France). Vegetation History and Archaeobotany, 13(3), pp.181-196.","https://doi.org/10.1007/s00334-004-0042-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEIL","","SEIL","10.21233/zd47-af67","LegacyPollen 1.0",16097,24854,"Rezé",47.1925,-1.56694,4,"Europe","Alluvial/Fluvial","Raw",31,"AWI",3,798,3120,77.4,2322,"Estuarine. Physiography: Loire. Surrounding vegetation: urban area.","1999-01-01 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A.L., Visset, L. and Carcaud, N., 2004. Evolution of vegetation landscapes during the Holocene in the central and downstream Loire basin (Western France). Vegetation History and Archaeobotany, 13(3), pp.181-196.","https://doi.org/10.1007/s00334-004-0042-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORDEMAI","","CORDEMAI","10.21233/k38b-1167","LegacyPollen 1.0",16098,24857,"Cordemais",47.28083,-1.87611,5,"Europe","Peat","Raw",81,"AWI",7,987,9052,100.8,8065,"Marsh on river. Physiography: estuarine of Loire. Surrounding vegetation: cultivated fields and urban area.",NA,"Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Visset, L., Cyprien, A.L., Ouguerram, A., Barbier, D. and Bernard, J., 2004. Les indices polliniques d'anthropisation precoce dans l'Ouest de la France : le cas de Cerealia, Fagopyrum et Juglans. Annales Litteraires, Serie Environnement, Societe et Archeologie, 777(7), pp.69-79 (in French).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OUDON","","OUDON","10.21233/te66-cy52","LegacyPollen 1.0",16099,24859,"Oudon",47.35556,-1.29361,17,"Europe","Peat","Raw",90,"Neotoma_CAL BP",10,-41,7706,87,7747,"Marsh. Physiography: riverine valley of le Havre river. Surrounding vegetation: cultivated fields and forest.","1998-09-04 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A.L., Visset, L. and Carcaud, N., 2004. Evolution of vegetation landscapes during the Holocene in the central and downstream Loire basin (Western France). Vegetation History and Archaeobotany, 13(3), pp.181-196.","https://doi.org/10.1007/s00334-004-0042-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHAMPTOC","","CHAMPTOC","10.21233/fnc3-w873","LegacyPollen 1.0",16100,24861,"Marais de Champtocé",47.41361,-0.86056,19,"Europe","Peat","Raw",111,"AWI",7,-2,9496,86.3,9498,"Marshland. Physiography: low valley of Romme. Surrounding vegetation: cultivated fields and urban area.","1999-09-01 00:00:00","Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A.L., Visset, L. and Carcaud, N., 2004. Evolution of vegetation landscapes during the Holocene in the central and downstream Loire basin (Western France). Vegetation History and Archaeobotany, 13(3), pp.181-196.","https://doi.org/10.1007/s00334-004-0042-y","Visset, L., Cyprien, A.L., Ouguerram, A., Barbier, D. and Bernard, J., 2004. Les indices polliniques d'anthropisation precoce dans l'Ouest de la France : le cas de Cerealia, Fagopyrum et Juglans. Annales Litteraires, Serie Environnement, Societe et Archeologie, 777(7), pp.69-79 (in French).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISTRE","","DISTRE","10.21233/2kym-q693","LegacyPollen 1.0",16101,24863,"Marais de Munet",47.22167,-0.09583,28,"Europe","Peat","Raw",71,"AWI",8,46,12866,183.1,12820,"Marsh. Physiography: river Douet. Surrounding vegetation: cultivated fields.",NA,"Cyprien, A.L., 2001. Chronologie de l'interaction de l'homme et du milieu dans l'espace central et aval de la Loire (Ouest de la France). Doctoral dissertation. Universite de Nantes, Nantes, France.",NA,"Cyprien, A., Carcaud, N. and Visset, L., 2001. Etude paleoenvironnementale du Marais de Distre (Saumurois): geoarcheologie d'une zone humide depuis le Preboreal/Paleoenvironmental study of the marshland m Distre (Saumurois, France); geoarcheohgy of a humid zone since the preboreal period. Quaternaire, 12(1), pp.89-101 (in French).","https://doi.org/10.3406/quate.2001.1683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LISLE","","LISLE","10.21233/f3pg-3x04","LegacyPollen 1.0",16102,24865,"Marais de Lisle",47.42972,-1.49444,5,"Europe","Peat","Raw",59,"AWI",7,170,6455,108.4,6285,"Marsh. Physiography: riverine. Surrounding vegetation: pastures and cultivated fields.",NA,"Ouguerram, A., 2002. Histoire de la vallee de l'Erdre (affluent de la Loire, Massif armoricain, France) de la fin du tardiglaciaire aux epoques actuelles. Doctoral dissertation. Universite Moulay Ismail (Maroc) et Universite de Nantes (France), Nantes, France.",NA,"Ouguerram, A. and Visset, L., 2001. Paysages et interactions hommme/milieu dans la moyenne vallee de l'Erdre du Neolithique aux epoques actuelles, etude pollinique du marais de Lisle. Annales de Bretagne et des Pays de l'Ouest, 18, pp.129-146 (in French).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
